Human%20cells%20typically%20have%20how%20many%20copies%20of%20each%20gene%3F,2
Shrimp%20can%20swim%20backwards.,True
The%20element%20involved%20in%20making%20human%20blood%20red%20is%20which%20of%20the%20following%3F,Iron
What%20is%20the%20Linnean%20name%20of%20the%20domestic%20apple%20tree%3F,Malus%20pumila
Steel%20is%20an%20alloy%20of%20Iron%20and%20Carbon.,True
Which%20chemical%20element%20was%20originally%20known%20as%20Alabamine%3F,Astatine
When%20the%20Falcon%20Heavy%20was%20launched%20on%20it%27s%20test%20flight%2C%20what%20was%20the%20only%20part%20of%20the%20operation%20that%20failed%3F,Center%20Core%20Landing
Which%20of%20the%20following%20spacecraft%20never%20touched%20the%20moon%3F,Mariner%204
The%20%22Tibia%22%20is%20found%20in%20which%20part%20of%20the%20body%3F,Leg
What%20do%20you%20study%20if%20you%20are%20studying%20entomology%3F,Insects
Which%20of%20the%20following%20liquids%20is%20least%20viscous%3F%20Assume%20temperature%20is%2025%C2%B0C.,Acetone
Which%20of%20the%20following%20elements%20is%20typically%20used%20in%20the%20doping%20of%20the%20semiconductor%20silicon%3F,Boron
Which%20constellation%20contains%20the%20center%20of%20the%20Milky%20Way%3F,Sagittarius
Which%20one%20of%20these%20is%20scientific%20term%20for%20%22Brain%20Freeze%22%3F,Sphenopalatine%20Ganglioneuralgia
Which%20of%20the%20following%20blood%20vessels%20carries%20deoxygenated%20blood%3F,Pulmonary%20Artery
Which%20of%20these%20Elements%20is%20a%20metalloid%3F,Antimony
The%20humerus%2C%20paired%20radius%2C%20and%20ulna%20come%20together%20to%20form%20what%20joint%3F,Elbow
How%20long%20is%20a%20light-year%3F,9.461%20Trillion%20Kilometres
An%20average%20human%20can%20go%20two%20weeks%20without%20water.,False
A%20comet%27s%20gaseous%20envelope%20%28which%20creates%20the%20tail%29%20is%20called%20what%3F,The%20coma
In%20the%20periodic%20table%2C%20Potassium%27s%20symbol%20is%20the%20letter%20K.,True
Which%20of%20these%20is%20a%20type%20of%20stretch%2Fdeep%20tendon%20reflex%3F,Ankle%20jerk%20reflex
Sugar%20contains%20fat.,False
What%20is%20the%20scientific%20term%20for%20%27taste%27%3F,Gustatory%20Perception
This%20element%2C%20when%20overcome%20with%20extreme%20heat%20and%20pressure%2C%20creates%20diamonds.,Carbon
What%20is%20the%20primary%20addictive%20substance%20found%20in%20tobacco%3F,Nicotine
How%20many%20objects%20are%20equivalent%20to%20one%20mole%3F,6.022%20x%2010%5E23
What%20is%20the%20molecular%20formula%20of%20Ozone%3F,O3
What%20term%20is%20best%20associated%20with%20Sigmund%20Freud%3F,Psychoanalysis
Centripedal%20force%20is%20an%20apparent%20force%20that%20acts%20outward%20on%20a%20body%20moving%20around%20a%20center%2C%20arising%20from%20the%20body%27s%20inertia.,False
Which%20of%20these%20is%20a%20stop%20codon%20in%20DNA%3F,TAA
What%20is%20the%20speed%20of%20light%20in%20a%20vacuum%3F,299%2C792%2C458%20m%2Fs
Which%20of%20these%20bones%20is%20hardest%20to%20break%3F,Femur
In%20Chemistry%2C%20how%20many%20isomers%20does%20Butanol%20%28C4H9OH%29%20have%3F,4
The%20most%20frequent%20subconscious%20activity%20repeated%20by%20the%20human%20body%20is%20blinking.,False
What%20is%20the%20official%20name%20of%20the%20star%20located%20closest%20to%20the%20North%20Celestial%20Pole%3F,Polaris
What%20is%20the%20same%20in%20Celsius%20and%20Fahrenheit%3F,-40
The%20medial%20meniscus%20forms%20which%20part%20of%20what%20joint%20in%20the%20human%20body%3F,Knee
What%20was%20the%20first%20organic%20compound%20to%20be%20synthesized%20from%20inorganic%20compounds%3F,Urea
Approximately%20how%20long%20is%20a%20year%20on%20Uranus%3F,84%20Earth%20years
In%20the%20Scoville%20scale%2C%20what%20is%20the%20hottest%20chemical%3F,Resiniferatoxin
What%20is%20isobutylphenylpropanoic%20acid%20more%20commonly%20known%20as%3F,Ibuprofen
How%20many%20planets%20make%20up%20our%20Solar%20System%3F,8
Which%20of%20the%20following%20plastic%20is%20commonly%20used%20for%20window%20frames%2C%20gutters%20and%20drain%20pipes%3F,Polyvinylchloride%20%28PVC%29%20
Au%20on%20the%20Periodic%20Table%20refers%20to%20which%20element%3F,Gold
How%20many%20chromosomes%20are%20in%20your%20body%20cells%3F,23
Dry%20ice%20is%20the%20solid%20form%20of%20what%20substance%3F,Carbon%20dioxide
Which%20desert%20is%20the%20only%20desert%20in%20the%20world%20where%20the%20%22Saguaro%22%20cactus%20grows%20indigenously%3F,The%20Sonoran%20Desert
What%20is%20the%20unit%20of%20electrical%20resistance%3F,Ohm
The%20asteroid%20belt%20is%20located%20between%20which%20two%20planets%3F,Mars%20and%20Jupiter
After%20which%20Danish%20city%20is%20the%2072th%20element%20on%20the%20periodic%20table%20named%3F,Copenhagen
Which%20of%20the%20following%20is%20the%20term%20for%20%22surgical%20complications%20resulting%20from%20surgical%20sponges%20left%20inside%20the%20patient%27s%20body%3F,Gossypiboma
What%20are%20the%20smallest%20blood%20vessels%20in%20the%20human%20body%3F,Capillaries
Which%20of%20these%20choices%20is%20not%20one%20of%20the%20phases%20of%20mitosis%3F,Diplophase
Which%20Apollo%20mission%20was%20the%20first%20one%20to%20land%20on%20the%20Moon%3F,Apollo%2011
A%20defibrillator%20is%20used%20to%20start%20up%20a%20heartbeat%20once%20a%20heart%20has%20stopped%20beating.,False
Which%20of%20the%20following%20is%20a%20major%20muscle%20of%20the%20back%3F,Trapezius
Pneumonoultramicroscopicsilicovolcanoconiosis%20is%20a%20synonym%20for%20the%20disease%20known%20as%20silicosis.,True
Autosomal-dominant%20Compelling%20Helio-Ophthalmic%20Outburst%20syndrome%20is%20the%20need%20to%20do%20what%20when%20seeing%20the%20Sun%3F,Sneeze
Which%20is%20the%20chemical%20name%20of%20H2O%3F,Dihydrogen%20Monoxide
What%20nucleotide%20pairs%20with%20guanine%3F,Cytosine
What%20is%20the%20molecular%20formula%20of%20the%20active%20component%20of%20chili%20peppers%28Capsaicin%29%3F,C18H27NO3
What%20is%20the%20unit%20of%20electrical%20inductance%3F,Henry
What%20is%20Hypernatremia%3F,Increase%20in%20blood%20sodium
Which%20scientific%20unit%20is%20named%20after%20an%20Italian%20nobleman%3F,Volt
Myopia%20is%20the%20scientific%20term%20for%20which%20condition%3F,Shortsightedness
Which%20noble%20gas%20has%20the%20lowest%20atomic%20number%3F,Helium
If%20you%20planted%20the%20seeds%20of%20Quercus%20robur%20what%20would%20grow%3F,Trees
Which%20of%20the%20following%20are%20cells%20of%20the%20adaptive%20immune%20system%3F,Cytotoxic%20T%20cells
What%20causes%20the%20sound%20of%20a%20heartbeat%3F,Closure%20of%20the%20heart%20valves
What%20is%20the%20largest%20animal%20currently%20on%20Earth%3F,Blue%20Whale
What%20is%20the%20scientific%20name%20of%20the%20knee%20cap%3F,Patella
The%20%22Gympie%20Stinger%22%20is%20the%20deadliest%20plant%20in%20the%20world.,False
What%20is%20the%20standard%20SI%20unit%20for%20temperature%3F,Kelvin
The%20planet%20Mars%20has%20two%20moons%20orbiting%20it.,True
Which%20element%20has%20the%20atomic%20number%20of%207%3F,Nitrogen
What%20does%20the%20letter%20%27S%27%20stand%20for%20in%20%27NASA%27%3F,Space
Which%20of%20the%20following%20bones%20is%20not%20in%20the%20leg%3F,Radius
What%20element%20on%20the%20periodic%20table%20has%2092%20electrons%3F,Uranium
Which%20psychological%20term%20refers%20to%20the%20stress%20of%20holding%20contrasting%20beliefs%3F,Cognitive%20Dissonance
Where%20did%20the%20dog%20breed%20%22Chihuahua%22%20originate%3F,Mexico
How%20many%20planets%20are%20in%20our%20Solar%20System%3F,Eight
Hippopotomonstrosesquippedaliophobia%20is%20the%20irrational%20fear%20of%20long%20words.,True
%22Tachycardia%22%20or%20%22Tachyarrhythmia%22%20refers%20to%20a%20resting%20heart-rate%20near%20or%20over%20100%20BPM.,True
Scientists%20accidentally%20killed%20the%20once%20known%20world%27s%20oldest%20living%20creature%2C%20a%20mollusc%2C%20known%20to%20be%20aged%20as%20507%20years%20old.,True
Which%20is%20the%20longest%20bone%20in%20the%20human%20body%3F%20,Femur
Which%20one%20of%20these%20scientists%20conducted%20the%20Gold%20Foil%20Experiment%20which%20concluded%20that%20atoms%20are%20mostly%20made%20of%20empty%20space%3F,Ernest%20Rutherford
How%20many%20types%20of%20quarks%20are%20there%20in%20the%20standard%20model%20of%20physics%3F,6
The%20%27Islets%20of%20Langerhans%27%20is%20found%20in%20which%20human%20organ%3F,Pancreas
The%20biggest%20distinction%20between%20a%20eukaryotic%20cell%20and%20a%20prokaryotic%20cell%20is%3A,The%20presence%20or%20absence%20of%20a%20nucleus
What%20is%20the%20most%20potent%20toxin%20known%3F,Botulinum%20toxin
What%20is%20considered%20the%20rarist%20form%20of%20color%20blindness%3F,Blue
What%20physics%20principle%20relates%20the%20net%20electric%20flux%20out%20of%20a%20closed%20surface%20to%20the%20charge%20enclosed%20by%20that%20surface%3F,Gauss%27s%20Law
What%20is%20the%20%22powerhouse%22%20of%20the%20Eukaryotic%20animal%20cell%3F,Mitochondria
What%20is%20the%20colour%20of%20unoxidized%20blood%3F,Red
What%20is%20the%20scientific%20name%20of%20the%20red%20fox%3F,Vulpes%20Vulpes
An%20exothermic%20reaction%20is%20a%20chemical%20reaction%20that%20releases%20energy%20by%20radiating%20electricity.,False
What%20is%20the%20scientific%20name%20for%20the%20extinct%20hominin%20known%20as%20%22Lucy%22%3F,Australopithecus%20Afarensis
An%20atom%20contains%20a%20nucleus.,True
What%20mineral%20has%20the%20lowest%20number%20on%20the%20Mohs%20scale%3F,Talc
In%20human%20biology%2C%20a%20circadium%20rhythm%20relates%20to%20a%20period%20of%20roughly%20how%20many%20hours%3F,24
Folic%20acid%20is%20the%20synthetic%20form%20of%20which%20vitamin%3F,Vitamin%20B
Where%20did%20the%20Great%20Storm%20of%201987%20make%20landfall%20at%2C%20first%3F,Cornwall
All%20the%20following%20metal%20elements%20are%20liquids%20at%20or%20near%20room%20temperature%20EXCEPT%3A,Beryllium
The%20moons%2C%20Miranda%2C%20Ariel%2C%20Umbriel%2C%20Titania%20and%20Oberon%20orbit%20which%20planet%3F,Uranus
In%20Psychology%2C%20which%20need%20appears%20highest%20in%20the%20%22Maslow%27s%20hierarchy%20of%20needs%22%20pyramid%3F,Esteem
Which%20element%20has%20the%20chemical%20symbol%20%27Fe%27%3F,Iron
The%20medical%20condition%20osteoporosis%20affects%20which%20part%20of%20the%20body%3F,Bones
Igneous%20rocks%20are%20formed%20by%20excessive%20heat%20and%20pressure.,False
At%20what%20temperature%20does%20water%20boil%3F,212%C2%B0F
Which%20color%20cannot%20be%20produced%20in%20Roses%2C%20even%20through%20genetic%20alteration%3F,Blue
Which%20of%20these%20elements%20on%20the%20Periodic%20Table%20is%20a%20Noble%20Gas%3F,Neon
In%20physics%2C%20conservation%20of%20energy%20and%20conservation%20of%20momentum%20are%20both%20consequences%20of%20which%20of%20the%20following%3F,Noether%27s%20Theorem
Which%20of%20the%20following%20is%20considered%20classical%20conditioning%3F,Pavlov%27s%20dog%20experiments
What%20does%20LASER%20stand%20for%3F,Light%20amplification%20by%20stimulated%20emission%20of%20radiation
What%20is%20the%20atomic%20number%20of%20the%20element%20Strontium%3F,38
What%20is%20the%20atomic%20mass%20of%20Carbon%3F,12
What%20lies%20at%20the%20center%20of%20our%20galaxy%3F,A%20black%20hole
Which%20chemical%20element%20has%20the%20lowest%20boiling%20point%3F,Helium
71%25%20of%20the%20Earth%27s%20surface%20is%20made%20up%20of,Water
What%20stage%20of%20development%20do%20the%20majority%20of%20eukaryotic%20cells%20remain%20in%20for%20most%20of%20their%20life%3F,Interphase
It%20was%20once%20believed%20that%20injecting%20shark%20cartilage%20into%20people%20would%20prevent%20them%20from%20contracting%20cancer.,True
Anatomy%20considers%20the%20forms%20of%20macroscopic%20structures%20such%20as%20organs%20and%20organ%20systems.,True
What%20is%20%22Stenoma%22%3F,A%20genus%20of%20moths
Which%20of%20these%20is%20NOT%20a%20part%20of%20the%20structure%20of%20a%20typical%20neuron%3F,Islets%20of%20Langerhans
The%20Neanderthals%20were%20a%20direct%20ancestor%20of%20modern%20humans.,False
How%20many%20protons%20are%20in%20an%20oxygen%20atom%3F,Eight
The%20chemical%20element%20Lithium%20is%20named%20after%20the%20country%20of%20Lithuania.,False
%22The%20Big%20Bang%20Theory%22%20was%20first%20theorized%20by%20a%20priest%20of%20what%20religious%20ideology%3F,Catholic
What%20name%20is%20given%20to%20all%20baby%20marsupials%3F,Joey
In%20aeronautics%2C%20flaps%20and%20slats%20are%20used%20to%20control%20what%20on%20an%20aircraft%3F,Lift
What%20genetic%20disease%20is%20caused%20by%20having%20an%20extra%20Y%20chromosome%20%28XYY%29%3F,Jacob%27s%20Syndrome
Which%20element%20has%20the%20highest%20melting%20point%3F,Carbon
Which%20of%20the%20following%20men%20does%20not%20have%20a%20chemical%20element%20named%20after%20him%3F,Sir%20Isaac%20Newton
Which%20gas%20forms%20about%2078%25%20of%20the%20Earth%E2%80%99s%20atmosphere%3F,Nitrogen
Which%20of%20the%20following%20is%20NOT%20a%20real%20element%3F,Vitrainium
Not%20including%20false%20teeth%3B%20A%20human%20has%20two%20sets%20of%20teeth%20in%20their%20lifetime.,True
A%20positron%20is%20an%20antiparticle%20of%20a%20what%3F,Electron
Who%20is%20the%20chemical%20element%20Curium%20named%20after%3F,Marie%20%26%20Pierre%20Curie
The%20human%20right%20lung%20has%20how%20many%20lobes%3F,3
What%20is%20the%20unit%20of%20electrical%20capacitance%3F,Farad
On%20the%20periodic%20table%20of%20elements%2C%20what%20is%20the%20symbol%20for%20Tin%3F,Sn
The%20word%20%22science%22%20stems%20from%20the%20word%20%22scire%22%20meaning%20what%3F,To%20know
Alzheimer%27s%20disease%20primarily%20affects%20which%20part%20of%20the%20human%20body%3F,Brain
How%20much%20radiation%20does%20a%20banana%20emit%3F,0.1%20Microsievert
What%20is%20the%20half-life%20of%20Uranium-235%3F,703%2C800%2C000%20years
What%20is%20the%20first%20element%20on%20the%20periodic%20table%3F,Hydrogen
Which%20type%20of%20rock%20is%20created%20by%20intense%20heat%20AND%20pressure%3F,Metamorphic
What%20part%20of%20the%20brain%20takes%20its%20name%20from%20the%20Greek%20for%20seahorse%3F,Hippocampus
The%20Western%20Lowland%20Gorilla%20is%20scientifically%20know%20as%3F,Gorilla%20Gorilla%20Gorilla
Gannymede%20is%20the%20largest%20moon%20of%20which%20planet%3F,Jupiter
The%20value%20of%20one%20Calorie%20is%20different%20than%20the%20value%20of%20one%20calorie.,True
How%20many%20officially%20recognized%20dwarf%20planets%20in%20the%20solar%20system%20are%20named%20after%20Polynesian%20deities%3F,2
Muscle%20fiber%20is%20constructed%20of%20bundles%20small%20long%20organelles%20called%20what%3F,Myofibrils
Botanically%20speaking%2C%20which%20of%20these%20fruits%20is%20NOT%20a%20berry%3F,Strawberry
To%20the%20nearest%20minute%2C%20how%20long%20does%20it%20take%20for%20light%20to%20travel%20from%20the%20Sun%20to%20the%20Earth%3F,8%20Minutes
An%20organism%20described%20as%20%22heliotropic%22%20has%20a%20tendancy%20to%20move%20towards%20which%20of%20these%20things%3F,Light
Burning%20which%20of%20these%20metals%20will%20produce%20a%20bright%20white%20flame%3F,Magnesium
Down%20Syndrome%20is%20usually%20caused%20by%20an%20extra%20copy%20of%20which%20chromosome%3F,21
What%20does%20DNA%20stand%20for%3F,Deoxyribonucleic%20Acid
Coulrophobia%20is%20the%20irrational%20fear%20of%20what%3F,Clowns
What%20is%20the%20standard%20atomic%20weight%20of%20a%20Plutonium%20nucleus%3F,244
In%20quantum%20physics%2C%20which%20of%20these%20theorised%20sub-atomic%20particles%20has%20yet%20to%20be%20observed%3F,Graviton
An%20Astronomical%20Unit%20is%20the%20distance%20between%20Earth%20and%20the%20Moon.,False
What%20is%20radiation%20measured%20in%3F,Gray%20
The%20Doppler%20effect%20applies%20to%20light.,True
What%20was%20the%20first%20living%20creature%20in%20space%3F,Fruit%20Flies%20
Deionized%20water%20is%20water%20with%20which%20of%20the%20following%20removed%3F,Iron
The%20medical%20term%20for%20the%20belly%20button%20is%20which%20of%20the%20following%3F,Umbilicus
What%20is%20an%20alternative%20name%20for%20multiple%20personality%20disorder%3F,Dissociative%20identity%20disorder
What%20is%20the%20chemical%20formula%20for%20ammonia%3F,NH3
Like%20with%20the%20Neanderthals%2C%20Homo%20sapiens%20sapiens%20also%20interbred%20with%20the%20Denisovans.,True
Which%20moon%20is%20the%20only%20satellite%20in%20our%20solar%20system%20to%20possess%20a%20dense%20atmosphere%3F,Titan
Along%20with%20Oxygen%2C%20which%20element%20is%20primarily%20responsible%20for%20the%20sky%20appearing%20blue%3F,Nitrogen
What%20is%20the%20powerhouse%20of%20the%20cell%3F,Mitochondria
The%20Axiom%20of%20Preventive%20Medicine%20states%20that%20people%20with%20___%20risk%20for%20a%20disease%20should%20be%20screened%20and%20we%20should%20treat%20___%20of%20those%20people.,low%2C%20all
Sound%20can%20travel%20through%20a%20vacuum.,False
What%20is%20the%20study%20of%20the%20cells%20and%20tissues%20of%20plants%20and%20animals%3F,Histology
Rhinoplasty%20is%20a%20surgical%20procedure%20on%20what%20part%20of%20the%20human%20body%3F,Nose
Who%20developed%20the%20first%20successful%20polio%20vaccine%20in%20the%201950s%3F,Jonas%20Salk
Water%20always%20boils%20at%20100%C2%B0C%2C%20212%C2%B0F%2C%20373.15K%2C%20no%20matter%20where%20you%20are.,False
A%20person%20can%20get%20sunburned%20on%20a%20cloudy%20day.,True
Salt%20is%20100%25%20composed%20of%20Sodium.,False
What%20is%20the%20molecular%20formula%20of%20Glucose%3F,C6H12O6
How%20many%20degrees%20Fahrenheit%20is%20100%20degrees%20Celsius%3F%20,212
The%20human%20heart%20has%20how%20many%20chambers%3F,4
An%20organic%20compound%20is%20considered%20an%20alcohol%20if%20it%20has%20what%20functional%20group%3F,Hydroxyl
Which%20major%20extinction%20event%20was%20caused%20by%20an%20asteroid%20collision%20and%20eliminated%20the%20majority%20of%20non-avian%20dinosaurs%3F,Cretaceous-Paleogene
Which%20portion%20of%20the%20Marijuana%20plant%20produces%20the%20psychoactive%20substance%20known%20as%20THC%3F,Female%20Flower
Which%20is%20not%20a%20type%20of%20neuron%3F,Perceptual%20Neuron
What%20was%20the%20name%20of%20the%20first%20artificial%20Earth%20satellite%2C%20launched%20by%20the%20Soviet%20Union%20in%201957%3F,Sputnik%201
Who%20discovered%20the%20Law%20of%20Gravity%3F,Sir%20Isaac%20Newton
When%20was%20the%20first%20mammal%20successfully%20cloned%3F,1996
How%20many%20bones%20are%20in%20the%20human%20body%3F,206
What%20is%20the%20largest%20living%20organism%20currently%20known%20to%20man%3F,Honey%20Fungus
Which%20planet%20did%20the%20%22Viking%201%22%20spacecraft%20send%20surface%20images%20of%2C%20starting%20in%201976%3F,Mars
What%20are%20human%20nails%20made%20of%3F,Keratin
Type%201%20diabetes%20is%20a%20result%20of%20the%20liver%20working%20improperly.,False
Which%20of%20these%20animals%20belongs%20in%20class%20Chondrichthyes%3F,Great%20white%20shark
All%20of%20the%20following%20human%20genetic%20haplogroup%20names%20are%20shared%20between%20Y-chromosome%20and%20mitochondrial%20DNA%20haplogroups%20EXCEPT%3A,Haplogroup%20U
Where%20is%20the%20Gluteus%20Maximus%20muscle%20located%3F,Butt
About%20how%20old%20is%20Earth%3F,4.5%20Billion%20Years
What%20does%20the%20yellow%20diamond%20on%20the%20NFPA%20704%20fire%20diamond%20represent%3F,Reactivity
The%20Sun%20consists%20of%20mostly%20which%20two%20elements%3F,Hydrogen%20%26%20Helium
The%20core%20of%20the%20Sun%20can%20reach%20which%20temperature%3F,27%C2%B0%20Million%20F%20%2815%C2%B0%20Million%20C%29
What%20common%20name%20is%20given%20to%20the%20medial%20condition%2C%20tibial%20stress%20syndrome%20%28MTSS%29%3F,Shin%20Splints
A%20plant%20that%20has%20a%20life%20cycle%20for%20more%20than%20a%20year%20is%20known%20as%20an%20annual.,False
Psychology%20is%20the%20science%20of%20behavior%20and%20mind.,True
What%20animal%20takes%20part%20in%20Schr%C3%B6dinger%27s%20most%20famous%20thought%20experiment%3F,Cat
